Kuroyukihime, Promise at Dusk~~|}AW/S18-013~~|}U~~|}Yellow~~|}Schwarz Character~~|}1~~|}1~~|}6000~~|}1~~|}生徒会 (Student Council)~~|}アバター (Avatar)~~|}None~~|}I shall inherit your will~~|}[C] During your turn, this gains +1000 Power.  [A] ENCORE [Discard a Character card from your hand to the Waiting Room]
Kuroyukihime, Real Strength~~|}AW/S18-014~~|}U~~|}Yellow~~|}Schwarz Character~~|}2~~|}1~~|}5500~~|}1~~|}生徒会 (Student Council)~~|}ネット (Net)~~|}Soul~~|}... Strength isn't just a word to describe the end result of victory~~|}[A] CHANGE [(2) Put this in Waiting Room] At the start of your Encore Step, if this is Rested, you may pay cost. If so, choose either 1 "Kuroyukihime" or "Black Lotus" in your Waiting Room and put it in the Slot this was in.  [S] [Rest this] Choose 1 of your Characters. That Character gains +1500 Power for the turn.
Haruyuki, To the Height Where Mankind Hasn't Reached~~|}AW/S18-015~~|}U~~|}Yellow~~|}Schwarz Character~~|}2~~|}1~~|}8000~~|}1~~|}ネット (Net)~~|}None~~|}Soul~~|}If 'Brain Burst' has an ending, I want to aim for it~~|}[A] [(1)] When this attacks, if "Heart Wishing for the Sky" is in the Climax Zone, you may pay cost. If so, all your Characters gain +2000 Power for the turn, and your Opponent cannot use "[A] ENCORE" for the turn. (This includes the "[A] ENCORE [(3)] provided by the rules.)
Haruyuki, Young Man Hoping for Wings~~|}AW/S18-016~~|}C~~|}Yellow~~|}Schwarz Character~~|}0~~|}0~~|}500~~|}1~~|}ネット (Net)~~|}None~~|}None~~|}Take me with you! I want to go there! Higher! Farther!~~|}[A] When this attacks, all your other Characters whose name include "Kuroyukihime" gain +500 Power for the turn.  [A] BOND/"Kuroyukihime, Promise at Dusk" [Put the top card of your Library in Clock]
Haruyuki, Pink Piggy~~|}AW/S18-017~~|}C~~|}Yellow~~|}Schwarz Character~~|}0~~|}0~~|}1000~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}None~~|}What should we do with that?~~|}[C] ASSIST All your Characters in front of this gain +500 Power.
Black Lotus, Return of the King~~|}AW/S18-018~~|}C~~|}Yellow~~|}Schwarz Character~~|}0~~|}0~~|}2500~~|}1~~|}アバター (Avatar)~~|}武器 (Weapon)~~|}None~~|}'Black Lotus'!! Black King!! It's alive--!!~~|}[C] During your turn, this gains +1000 Power.
Kuroyukihime, Madonna of the Academy~~|}AW/S18-019~~|}C~~|}Yellow~~|}Schwarz Character~~|}0~~|}0~~|}3000~~|}1~~|}生徒会 (Student Council)~~|}ネット (Net)~~|}None~~|}Sorry for asking you to come all the way out here, Haruyuki Arita-kun~~|}-- None --
Haruyuki, Bullied Kid~~|}AW/S18-020~~|}C~~|}Yellow~~|}Schwarz Character~~|}1~~|}0~~|}5500~~|}1~~|}ネット (Net)~~|}None~~|}None~~|}Don't cry! Don't laught! I now... have something to protect~~|}-- None --
Haruyuki, Scatterbrain~~|}AW/S18-021~~|}C~~|}Yellow~~|}Schwarz Character~~|}1~~|}1~~|}2000~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}Soul~~|}Ahh!~~|}[S] [Counter] BACKUP 2000, Level 1 [(1) Discard this card from your hand to the Waiting Room]
Silver Crow, Silvery Wings~~|}AW/S18-022~~|}C~~|}Yellow~~|}Schwarz Character~~|}1~~|}1~~|}6500~~|}1~~|}アバター (Avatar)~~|}None~~|}None~~|}I want to fly-- over there...!~~|}[A] When this attacks, if "Knight of 'Black King'" is in the Climax Zone, this gains +3000 Power for the turn.
Kuroyukihime in Ponytail~~|}AW/S18-023~~|}C~~|}Yellow~~|}Schwarz Character~~|}2~~|}1~~|}8000~~|}1~~|}生徒会 (Student Council)~~|}ネット (Net)~~|}Soul~~|}I thought I heard about your favorite hairstyle yesterday...~~|}[A] When the Battle Opponent of this becomes Reversed, choose 1 of your Characters with either ::Avatar:: and/or ::Net::. That Character gains +2000 Power for the turn.
Haruyuki, the Wall in the Way~~|}AW/S18-024~~|}C~~|}Yellow~~|}Schwarz Character~~|}2~~|}2~~|}9000~~|}2~~|}アバター (Avatar)~~|}動物 (Animal)~~|}Soul~~|}Who, other than me, got this kind of score!?~~|}-- None --
Betrayal~~|}AW/S18-025~~|}U~~|}Yellow~~|}Schwarz Event~~|}1~~|}1~~|}0~~|}0~~|}None~~|}None~~|}None~~|}I... cut of the Red King's head as he talked about peace and friendship~~|}If you have 2 or fewer YELLOW Characters, this cannot be played from your hand.  Choose 1 of your Opponent's Level 1 or lower Characters and put it in Stock.
Gale Thruster~~|}AW/S18-026~~|}U~~|}Yellow~~|}Schwarz Event~~|}2~~|}0~~|}0~~|}0~~|}None~~|}None~~|}None~~|}--Equip! 'Gale Thruster'!!~~|}[Counter] Choose 1 of your ::Avatar:: and/or ::Net:: Characters. That Character gains +3000 Power for the turn.
Heart Wishing for the Sky~~|}AW/S18-027~~|}CR~~|}Yellow~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}2 Soul~~|}... It's not greed. It's a 'Wish'!!~~|}[C] All your Characters gain +2 Soul.
Emotion First Felt Since Birth~~|}AW/S18-028~~|}CC~~|}Yellow~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}2 Soul~~|}We shall meet again... eventually~~|}[A] When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.
Death by Piercing~~|}AW/S18-029~~|}CC~~|}Yellow~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}Soul Bounce~~|}Death by Piercing!!~~|}[C] All your Characters gain +1000 Power and +1 Soul.
Knight of 'Black King'~~|}AW/S18-030~~|}CC~~|}Yellow~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}Soul Shot~~|}Tuck. Just like me, you shall be fighting for that person~~|}[C] All your Characters gain +1000 Power and +1 Soul.
Chiyuri, Sea of Cushions~~|}AW/S18-031~~|}RR~~|}Green~~|}Schwarz Character~~|}1~~|}0~~|}1500~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}None~~|}You are still using that avatar, yeah? You could change it, you know~~|}[C] All your other Characters gain +500 Power.  [A] [(1) Rest 2 of your Standing Characters] When you use ACCELERATE, you may pay cost. If so, put the top card of your Clock in Waiting Room.
Chiyuri, Sea of Cushions~~|}AW/S18-031R~~|}RRR~~|}Green~~|}Schwarz Character~~|}1~~|}0~~|}1500~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}None~~|}SECRET~~|}[C] All your other Characters gain +500 Power.  [A] [(1) Rest 2 of your Standing Characters] When you use ACCELERATE, you may pay cost. If so, put the top card of your Clock in Waiting Room.
'Healer' Lime Bell~~|}AW/S18-032~~|}RR~~|}Green~~|}Schwarz Character~~|}1~~|}0~~|}4500~~|}1~~|}アバター (Avatar)~~|}時間 (Time)~~|}None~~|}Th---ere!~~|}[A] [(1)] When this attacks, if "Citron Call" is in te Climax Zone, you may pay cost. If so, Rest all of your Reversed Characters with either ::Avatar:: and/or ::Net::.  [A] ACCELERATE [Put the top card of your Library in Clock] At the start of your Climax Phase, you may pay cost. If so, choose a "Choir Chime" in your Waiting Room and return it to your hand.
Chiyuri, Carefree Talk~~|}AW/S18-033~~|}R~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}500~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}Oh, Ta-kun, finally realized your doctor-attribute?~~|}[C] ASSIST All your Characters in front of this gain +500 Power.  [A] ACCELERATE [Put the top card of your Library in Clock] At the start of your Climax Phase, you may pay cost. If so, choose 1 of your Characters. That Character gains +1500 Power for the turn.
Chiyuri, Carefree Talk~~|}AW/S18-033S~~|}SR~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}500~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}SECRET~~|}[C] ASSIST All your Characters in front of this gain +500 Power.  [A] ACCELERATE [Put the top card of your Library in Clock] At the start of your Climax Phase, you may pay cost. If so, choose 1 of your Characters. That Character gains +1500 Power for the turn.
Chiyuri, Ice Cream for Apology~~|}AW/S18-034~~|}R~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}2000~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}Did you get it?~~|}[A] When this attacks, choose 1 of your other Characters. That Character gains +1 Level and +1000 Power for the turn.
Lime Bell, Optimistic~~|}AW/S18-035~~|}R~~|}Green~~|}Schwarz Character~~|}1~~|}1~~|}6000~~|}1~~|}アバター (Avatar)~~|}時間 (Time)~~|}None~~|}We just need to keep fighting and keep storing points and get to Level 10, right?~~|}[A] When this is placed from hand to the Stage, this gains +X Power, where X = 500 times # of your ::Avatar:: Characters.  [A] ENCORE [Discard a Character card from your hand to the Waiting Room]
Chiyuri, Caring for Friends~~|}AW/S18-036~~|}R~~|}Green~~|}Schwarz Character~~|}2~~|}1~~|}7500~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}Soul~~|}I want to go back. To that time. The time where everyone played together...~~|}[C] If this is in the Front Row Center Slot, this gains +1000 Power.  [A] When this attacks, if "Chiyuri's Tears" is in the Climax Zone, choose 1 of your other Characters. That Charcater gains +3000 Power until the end of your Opponent's next turn.
Chiyuri Kurashima~~|}AW/S18-037~~|}R~~|}Green~~|}Schwarz Character~~|}3~~|}2~~|}10000~~|}2~~|}スポーツ (Sports)~~|}ネット (Net)~~|}Soul~~|}Hey, let's go~~|}[C] If you have 2 or more other Characters with either ::Avatar:: and/or ::Net::, this gains +1500 Power.  [A] When this is Front Attacked, look at the top card of your Library and put it either on top of the Library or in the Waiting Room.
Chiyuri Kurashima~~|}AW/S18-037SP~~|}SP~~|}Green~~|}Schwarz Character~~|}3~~|}2~~|}10000~~|}2~~|}スポーツ (Sports)~~|}ネット (Net)~~|}Soul~~|}SECRET~~|}[C] If you have 2 or more other Characters with either ::Avatar:: and/or ::Net::, this gains +1500 Power.  [A] When this is Front Attacked, look at the top card of your Library and put it either on top of the Library or in the Waiting Room.
Lime Bell~~|}AW/S18-038~~|}U~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}2000~~|}1~~|}アバター (Avatar)~~|}時間 (Time)~~|}None~~|}Heh, ahh, I see~~~|}[C] All your other ::Avatar:: Characters gain +500 Power.
Seiji Noumi~~|}AW/S18-039~~|}U~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}2500~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}Game Over, Arita-senpai... rather, 'Silver Crow'~~|}[S] [Rest 2 of your Characters with either ::Avatar:: and/or ::Net::] Choose 1 of your Opponent's Front Row Characters. That Character gets -1000 Power for the turn.
Ash Roller~~|}AW/S18-040~~|}U~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}2500~~|}1~~|}アバター (Avatar)~~|}バイク (Bike)~~|}None~~|}Ahahahahaha! Dance more----!~~|}[C] If there are 3 or fewer cards in your Stock, this gains +1000 Power.
Dusk Taker~~|}AW/S18-041~~|}U~~|}Green~~|}Schwarz Character~~|}1~~|}1~~|}6500~~|}1~~|}アバター (Avatar)~~|}武器 (Weapon)~~|}None~~|}Before I take your points today... there's another thing I want~~|}[A] [(1)] When "Demonic Commandeer" is placed in your Climax Zone, you may pay cost. If so, choose 1 of your Opponent's Front Row Characters. That Character gets -2000 Power for the turn, and this gains +2500 Power for the turn.
Lime Bell, Betrayer~~|}AW/S18-042~~|}U~~|}Green~~|}Schwarz Character~~|}2~~|}2~~|}9500~~|}2~~|}アバター (Avatar)~~|}時間 (Time)~~|}Soul~~|}... Sorry, Ta-kun... Sorry, Haru...~~|}[C] All your other Characters gain "[C] This cannot Side Attack".
Chiyuri, Youth~~|}AW/S18-043~~|}C~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}1000~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}-- None --~~|}[A] BOND/"Haruyuki, To the Height Where Mankind Hasn't Reached" [(1)]
Chiyuri, Surprised Look~~|}AW/S18-044~~|}C~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}2000~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}......~~|}[S] [(1) Put this in Waiting Room] Your Opponent returns all cards in their Waiting Room to the Library. Shuffle that Library.
Chiyuri, Silver Cat~~|}AW/S18-045~~|}C~~|}Green~~|}Schwarz Character~~|}0~~|}0~~|}3000~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}None~~|}Ah, is that so. That's why you're acting like that~~|}-- None --
Chiyuri, Bright And Energetic~~|}AW/S18-046~~|}C~~|}Green~~|}Schwarz Character~~|}1~~|}0~~|}5000~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}Haru, he~y~~|}[A] ENCORE [Discard a Character card from your hand to the Waiting Room]
Ash Roller, Chivalry Skull Mask~~|}AW/S18-047~~|}C~~|}Green~~|}Schwarz Character~~|}1~~|}0~~|}5000~~|}1~~|}アバター (Avatar)~~|}バイク (Bike)~~|}None~~|}Dance to my V Twin Sound!!~~|}[A] When this is placed from hand to the Stage, this gains +1500 Power for the turn.
Chiyuri, Sunny Smile~~|}AW/S18-048~~|}C~~|}Green~~|}Schwarz Character~~|}1~~|}1~~|}7000~~|}1~~|}スポーツ (Sports)~~|}ネット (Net)~~|}None~~|}Yay---!~~|}-- None --
Chiyuri, Beloved Charisma~~|}AW/S18-049~~|}C~~|}Green~~|}Schwarz Character~~|}2~~|}1~~|}2500~~|}1~~|}アバター (Avatar)~~|}動物 (Animal)~~|}Soul~~|}Please understand. Now, please stay still~~|}[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card from your hand to the Waiting Room]
Ash Roller, Good Rival~~|}AW/S18-050~~|}C~~|}Green~~|}Schwarz Character~~|}2~~|}1~~|}8000~~|}1~~|}アバター (Avatar)~~|}バイク (Bike)~~|}Soul~~|}As a bonus, my opponent's a brand new newbie. Really lucky!~~|}[C] If there are 5 or more cards in your Stock, this gains +1000 Power.
Hydro Dealer~~|}AW/S18-051~~|}U~~|}Green~~|}Schwarz Event~~|}1~~|}0~~|}0~~|}0~~|}None~~|}None~~|}None~~|}This is perpetual motion... basically, I am invincible~~|}Choose 1 of your Characters. That Character gains +3000 Power and "[A] When the Battle Opponent of this becomes Reversed, you may put the top card of your Library in Stock" for the turn. At the end of turn, put that Character in Waiting Room.
Chori Chime~~|}AW/S18-052~~|}U~~|}Green~~|}Schwarz Event~~|}1~~|}2~~|}0~~|}0~~|}None~~|}None~~|}None~~|}Pile: "Of course... 'Lime Bell' is a 'Healer'"~~|}[Counter] Choose 1 of your Standing Characters with either "Chiyuri" or "Lime Bell" in name and Rest it. If so, choose up to 2 of your Characters. Those Characters gain "[A] When this is placed from the Stage to the Waiting Room, you may put this back Rested in the Slot this was in" for the turn.
Chiyuri's Tears~~|}AW/S18-053~~|}CR~~|}Green~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}2 Soul~~|}Please, stop-----!~~|}[A] When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.
Citron Call~~|}AW/S18-054~~|}CC~~|}Green~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}Treasure~~|}Citron Call!~~|}[C] All your Characters gain +1000 Power and +1 Soul.
Demonic Commandeer~~|}AW/S18-055~~|}CC~~|}Green~~|}Schwarz Climax~~|}0~~|}0~~|}0~~|}0~~|}None~~|}None~~|}2 Soul~~|}Didn't I say? I shall take the things important to you~~|}[C] All your Characters gain +2 Soul.
Niko, Good at Cooking~~|}AW/S18-056~~|}RR~~|}Red~~|}Schwarz Character~~|}2~~|}1~~|}5000~~|}1~~|}ネット (Net)~~|}None~~|}Soul~~|}Wron-g! What do you mean, cup noodle! You want to pick a fight over my cooking?~~|}[C] ASSIST All your Characters in front of this gain +X Power, where X = 500 times Level of that Charcater.  [A] [(1)] When this is placed from hand to te Stage, you may pay cost. If so, choose 1 of your Characters. That Character gains "[A] When the Battle Opponent of this becomes Reversed, you may choose a card in your Opponent's Waiting Room and put it on top of the Library" for the turn.
Niko, Good at Cooking~~|}AW/S18-056S~~|}SR~~|}Red~~|}Schwarz Character~~|}2~~|}1~~|}5000~~|}1~~|}ネット (Net)~~|}None~~|}Soul~~|}SECRET~~|}[C] ASSIST All your Characters in front of this gain +X Power, where X = 500 times Level of that Charcater.  [A] [(1)] When this is placed from hand to te Stage, you may pay cost. If so, choose 1 of your Characters. That Character gains "[A] When the Battle Opponent of this becomes Reversed, you may choose a card in your Opponent's Waiting Room and put it on top of the Library" for the turn.
Yuniko Kouzuki~~|}AW/S18-057~~|}RR~~|}Red~~|}Schwarz Character~~|}3~~|}2~~|}10000~~|}2~~|}ネット (Net)~~|}None~~|}Soul~~|}If you give me 10 berries I'll listen~~|}[A] When this is placed from hand to the Stage, you may put the top card of your Clock in the Waiting Room.  [A] [(3)] When this attacks, you may pay cost. If so, deal 1 Damage to your Opponent. (Damage Cancel may occur)
Yuniko Kouzuki~~|}AW/S18-057SP~~|}SP~~|}Red~~|}Schwarz Character~~|}3~~|}2~~|}10000~~|}2~~|}ネット (Net)~~|}None~~|}Soul~~|}SECRET~~|}[A] When this is placed from hand to the Stage, you may put the top card of your Clock in the Waiting Room.  [A] [(3)] When this attacks, you may pay cost. If so, deal 1 Damage to your Opponent. (Damage Cancel may occur)
Scarlet Rain, Passionate~~|}AW/S18-058~~|}R~~|}Red~~|}Schwarz Character~~|}0~~|}0~~|}1000~~|}1~~|}アバター (Avatar)~~|}武器 (Weapon)~~|}None~~|}... Is that so! You're the one behind all this - 'Yellow Radio'!~~|}[A] When another Character of yours becomes Reversed, choose 1 of your Characters. That Character gains +1000 Pwoer for the turn.  [S] [(1) Rest this] Choose 1 of your Characters with either ::Avatar:: and/or ::Net::. That Character gains +500 Power and "[A] When the Battle Opponent of this becomes Reversed, you may choose a Character in your Waiting Room and return it to your hand. If so, discard a card from your hand to the Waiting Room" for the turn.
Niko, Cute Second Cousin!?~~|}AW/S18-059~~|}R~~|}Red~~|}Schwarz Character~~|}0~~|}0~~|}1500~~|}1~~|}ネット (Net)~~|}None~~|}None~~|}Really, thank you!~~|}[A] This ability may be activated up to once per turn. When you use an [S] ability, choose 1 of your Characters. That Character gains +500 Power for the turn.  [A] When this becomes Reversed, if Level of the Battle Opponent of this is 0 or lower, you may Reverse that Character.
